datetime,time_taken,question,answer,correct
2025-02-04 22:03:33,5.84,560 / 70,8,True
2025-02-04 22:03:37,4.3,3 * 49,147,True
2025-02-04 22:03:40,2.92,462 / 42,11,True
2025-02-04 22:03:41,1.42,620 / 62,10,True
2025-02-04 22:03:46,4.66,3 * 53,159,True
2025-02-04 22:03:51,4.75,224 / 28,,False
2025-02-04 22:03:52,5.72,224 / 28,99,False
2025-02-04 22:04:00,14.14,224 / 28,8,True
2025-02-04 22:04:02,1.69,800 / 80,10,True
2025-02-04 22:04:07,5.03,79 - 10,69,True
2025-02-04 22:04:20,13.12,74 - 18,56,True
2025-02-04 22:04:21,1.36,40 + 10,50,True
2025-02-04 22:04:23,1.57,35 / 7,5,True
2025-02-04 22:04:27,3.51,2 * 43,86,True
2025-02-04 22:04:29,2.61,1164 / 97,12,True
2025-02-04 22:04:36,6.54,684 / 76,8,False
2025-02-04 22:04:37,7.33,684 / 76,9,True
2025-02-04 22:04:42,5.81,7 * 62,364,False
2025-02-04 22:04:57,20.79,7 * 62,434,True
2025-02-04 22:05:04,6.48,92 + 19,111,True
2025-02-04 22:05:06,2.29,12 * 100,1200,True
2025-02-04 22:05:08,2.23,10 * 86,860,True
2025-02-04 22:05:12,3.39,97 - 88,9,True
2025-02-04 22:05:17,5.56,6 * 15,90,True
2025-02-04 22:05:22,4.58,54 + 14,68,True
2025-02-04 22:05:29,7.43,140 / 35,4,True
2025-02-04 22:05:32,2.79,96 / 16,4,False
2025-02-04 22:05:34,4.93,96 / 16,5,False
2025-02-04 22:05:37,7.1,96 / 16,6,True
2025-02-04 22:05:44,7.82,33 - 17,16,True
2025-02-04 22:05:48,3.28,21 + 45,66,True
2025-02-04 22:05:57,9.05,5 * 72,360,True
2025-02-04 22:05:59,2.36,99 + 3,102,True
2025-02-04 22:06:06,7.07,6 * 93,588,False
2025-02-04 22:06:09,9.55,6 * 93,568,False
2025-02-04 22:06:16,17.3,6 * 93,558,True
2025-02-04 22:06:19,2.14,45 / 9,5,True
2025-02-04 22:06:21,2.81,69 - 64,5,True
2025-02-04 22:06:40,18.71,3 * 82,300,False
2025-02-04 22:06:57,35.38,3 * 82,246,True
2025-02-04 22:07:02,4.88,36 + 9,45,True
2025-02-04 22:07:06,4.46,12 + 43,55,True
2025-02-04 22:07:20,13.4,52 - 38,24,False
2025-02-04 22:07:21,14.46,52 - 38,34,False
2025-02-04 22:07:22,15.48,52 - 38,14,True
2025-02-04 22:07:25,3.54,75 + 52,157,False
2025-02-04 22:07:33,11.47,75 + 52,127,True
2025-02-04 22:07:37,4.08,170 / 85,2,True
2025-02-04 22:08:09,32.14,3 * 85,255,True
2025-02-04 22:08:13,3.86,2 * 37,74,True
2025-02-04 22:08:20,7.12,97 - 69,26,False
2025-02-04 22:08:32,18.15,97 - 69,28,True
2025-02-04 22:08:41,9.57,3 * 82,246,True
2025-02-04 22:08:45,4.34,81 - 34,47,True
2025-02-04 22:09:00,14.57,8 * 96,778,False
2025-02-04 22:09:06,20.09,8 * 96,768,True
2025-02-04 22:09:09,3.56,75 / 15,6,False
2025-02-04 22:09:13,7.56,75 / 15,5,True
2025-02-04 22:09:16,2.85,91 - 20,71,True
2025-02-04 22:09:18,1.63,153 / 51,3,True
2025-02-04 22:09:23,5.27,75 - 54,21,True
2025-02-04 22:09:25,2.08,65 - 62,3,True
2025-02-04 22:09:30,4.43,72 + 58,140,False
2025-02-04 22:09:36,11.18,72 + 58,130,True
2025-02-04 22:09:44,8.12,35 + 97,132,True
2025-02-04 22:10:20,35.86,94 + 92,166,False
2025-02-04 22:10:25,41.03,94 + 92,186,True
2025-02-04 22:10:30,4.59,455 / 91,5,True
2025-02-04 22:10:34,3.9,76 - 36,40,True
2025-02-04 22:10:40,5.8,76 + 38,112,False
2025-02-04 22:10:41,6.87,76 + 38,102,False
2025-02-04 22:10:48,13.96,76 + 38,114,True
2025-02-04 22:10:52,3.74,99 - 58,41,True
2025-02-04 22:10:55,2.89,12 + 22,44,False
2025-02-04 22:10:56,4.3,12 + 22,34,True
2025-02-04 22:11:02,5.73,39 + 92,131,True
2025-02-04 22:11:25,23.69,189 / 27,7,True
2025-02-04 22:11:34,8.28,93 + 81,174,True
2025-02-04 22:11:36,2.34,53 - 23,30,True
2025-02-04 22:11:43,6.59,71 + 69,140,True
2025-02-04 22:11:48,5.2,74 - 39,34,False
2025-02-04 22:11:49,6.31,74 - 39,35,True
2025-02-04 22:11:51,2.28,2 + 68,61,False
2025-02-04 22:11:52,3.14,2 + 68,71,False
2025-02-04 22:11:57,7.74,2 + 68,70,True
2025-02-04 22:12:00,3.11,82 - 46,44,False
2025-02-04 22:12:03,6.27,82 - 46,46,False
2025-02-04 22:12:09,12.3,82 - 46,36,True
2025-02-04 22:12:11,1.87,2 * 54,108,True
2025-02-04 22:12:14,2.85,17 - 12,5,True
2025-02-04 22:12:20,5.97,236 / 59,5,False
2025-02-04 22:12:21,6.78,236 / 59,4,True
2025-02-04 22:12:29,8.59,365 / 73,5,True
2025-02-04 22:12:32,2.21,55 - 35,20,True
2025-02-04 22:12:33,1.54,41 - 31,10,True
2025-02-04 22:12:38,5.2,67 + 81,108,False
2025-02-04 22:12:42,8.95,67 + 81,128,False
2025-02-04 22:12:47,14.16,67 + 81,148,True
2025-02-04 22:12:59,12.04,252 / 63,4,True
2025-02-04 22:13:05,5.35,760 / 95,8,True
2025-02-04 22:13:13,8.12,8 * 54,232,False
2025-02-04 22:13:25,20.13,8 * 54,432,True
2025-02-04 22:13:27,2.0,544 / 68,8,True
2025-02-04 22:13:37,9.65,6 * 37,242,False
2025-02-04 22:13:45,18.36,6 * 37,248,False
2025-02-04 22:13:59,31.76,6 * 37,222,True
2025-02-04 22:14:03,3.92,7 + 16,23,True
2025-02-04 22:14:08,5.17,177 / 59,5,False
2025-02-04 22:14:09,6.75,177 / 59,3,True
2025-02-04 22:14:15,5.29,65 - 7,58,True
2025-02-04 22:14:16,1.55,16 / 4,2,False
2025-02-04 22:14:18,3.48,16 / 4,4,True
2025-02-04 22:14:24,5.67,74 + 86,150,False
2025-02-04 22:14:25,6.61,74 + 86,140,False
2025-02-04 22:14:29,10.45,74 + 86,160,True
2025-02-04 22:14:36,7.12,340 / 85,4,True
2025-02-04 22:14:44,8.65,3 * 77,231,True
2025-02-04 22:14:49,4.13,35 + 47,72,False
2025-02-04 22:14:49,5.02,35 + 47,82,True
2025-02-04 22:14:52,2.62,20 + 89,109,True
2025-02-04 22:14:58,6.32,42 - 19,21,False
2025-02-04 22:15:16,23.51,42 - 19,34,False
2025-02-04 22:15:24,31.4,42 - 19,21,False
2025-02-06 23:49:48,7.35,95 - 36,59,True
2025-02-06 23:49:51,3.08,162 / 27,8,False
2025-02-06 23:49:52,4.36,162 / 27,7,False
2025-02-06 23:50:07,19.16,162 / 27,6,True
2025-02-06 23:50:09,2.17,11 + 40,51,True
2025-02-06 23:50:17,7.87,11 * 21,231,True
2025-02-06 23:50:23,5.34,47 + 8,5,False
2025-02-06 23:50:24,6.47,47 + 8,55,True
2025-02-06 23:50:26,2.63,52 / 13,4,True
2025-02-06 23:50:31,4.64,45 / 9,5,True
2025-02-06 23:50:37,6.31,32 - 19,13,True
2025-02-06 23:50:40,2.21,85 - 83,2,True
2025-02-06 23:50:41,1.76,48 / 16,4,False
2025-02-06 23:50:43,3.48,48 / 16,3,True
2025-02-06 23:50:47,3.59,40 + 29,69,True
2025-02-06 23:50:48,1.33,96 / 24,4,True
2025-02-06 23:50:51,2.81,195 / 65,3,True
2025-02-06 23:50:51,0.34,16 + 35,,False
2025-02-06 23:50:59,8.39,16 + 35,51,True
2025-02-06 23:51:02,2.46,97 - 10,87,True
2025-02-06 23:51:07,4.95,5 * 82,410,True
2025-02-06 23:51:09,2.43,51 + 52,103,True
2025-02-06 23:51:13,3.29,89 - 35,54,True
2025-02-06 23:51:14,1.46,28 + 10,38,True
2025-02-06 23:51:21,7.29,84 / 12,7,True
2025-02-06 23:51:26,4.91,448 / 56,8,True
2025-02-06 23:51:31,4.91,24 + 54,78,True
2025-02-06 23:51:39,7.74,390 / 78,5,True
2025-02-06 23:51:43,3.81,44 - 12,32,True
2025-02-06 23:51:44,1.54,100 + 43,1043,False
2025-02-06 23:51:46,3.08,100 + 43,143,True
2025-02-06 23:51:49,3.12,98 - 34,64,True
2025-02-06 23:51:52,3.42,12 * 8,96,True
2025-02-06 23:51:55,2.14,186 / 31,5,False
2025-02-06 23:51:58,5.75,186 / 31,6,True
2025-02-06 23:52:02,3.39,79 - 60,19,True
2025-02-06 23:52:05,3.69,89 - 77,12,True
2025-02-06 23:52:09,3.9,58 + 13,71,True
2025-02-06 23:52:16,6.78,22 + 96,118,True
2025-02-06 23:52:21,4.66,94 + 12,116,False
2025-02-06 23:52:22,5.94,94 + 12,106,True
2025-02-06 23:52:25,3.38,34 + 80,113,False
2025-02-06 23:52:29,6.75,34 + 80,114,True
2025-02-06 23:52:30,1.7,64 / 32,2,True
2025-02-06 23:52:37,6.09,52 + 17,69,True
2025-02-06 23:52:44,7.45,40 - 13,37,False
2025-02-06 23:52:46,9.0,40 - 13,27,True
2025-02-06 23:52:54,8.6,4 * 84,336,True
2025-02-06 23:53:06,11.34,9 * 54,487,False
2025-02-06 23:53:25,31.2,9 * 54,456,False
2025-02-06 23:53:44,50.2,9 * 54,486,True
2025-02-06 23:53:51,6.64,92 - 48,46,False
2025-02-06 23:53:54,9.61,92 - 48,56,False
2025-02-06 23:54:05,20.09,92 - 48,44,True
2025-02-06 23:54:07,2.21,52 + 32,84,True
2025-02-06 23:54:08,1.66,738 / 82,9,True
2025-02-06 23:54:16,7.92,518 / 74,6,False
2025-02-06 23:54:28,19.16,518 / 74,8,False
2025-02-06 23:54:28,19.94,518 / 74,9,False
2025-02-06 23:54:30,21.92,518 / 74,7,True
2025-02-06 23:54:33,2.58,650 / 65,10,True
2025-02-06 23:54:34,1.34,80 + 4,84,True
2025-02-06 23:54:36,1.14,750 / 75,10,True
2025-02-06 23:54:37,1.86,8 * 25,400,False
2025-02-06 23:54:43,7.74,8 * 25,200,True
2025-02-06 23:55:03,20.13,56 - 28,29,False
2025-02-06 23:55:10,26.89,56 - 28,28,True
2025-02-06 23:55:25,15.2,11 * 89,979,True
2025-02-06 23:55:28,3.02,96 - 11,85,True
2025-02-06 23:55:46,17.94,8 * 96,762,False
2025-02-06 23:55:51,22.8,8 * 96,768,True
2025-02-06 23:56:02,10.36,69 + 89,158,True
2025-02-06 23:56:03,1.55,940 / 94,10,True
2025-02-06 23:56:05,2.2,100 + 57,157,True
2025-02-06 23:56:42,36.41,18 + 52,70,True
2025-02-06 23:56:43,1.24,4 / 2,2,True
2025-02-06 23:56:49,5.62,96 + 74,170,True
2025-02-06 23:56:52,3.67,69 + 5,74,True
2025-02-06 23:56:57,4.13,47 - 28,11,False
2025-02-06 23:57:02,9.46,47 - 28,19,True
2025-02-06 23:57:05,2.61,210 / 30,7,True
2025-02-06 23:57:07,2.26,40 + 49,89,True
2025-02-06 23:57:13,6.41,100 - 18,88,False
2025-02-06 23:57:15,8.41,100 - 18,78,False
2025-02-06 23:57:19,12.32,100 - 18,82,True
2025-02-06 23:57:23,4.14,100 - 37,63,True
2025-02-06 23:57:30,6.2,4 * 21,84,True
2025-02-06 23:57:32,2.42,100 + 37,137,True
2025-02-06 23:57:35,3.15,59 - 30,29,True
2025-02-06 23:57:42,7.21,55 + 58,113,True
2025-02-06 23:57:45,2.88,88 - 68,20,True
2025-02-06 23:57:53,7.73,82 + 69,151,True
2025-02-06 23:58:08,15.46,68 + 87,157,False
2025-02-06 23:58:11,18.39,68 + 87,155,True
2025-02-06 23:58:19,7.73,14 + 56,70,True
2025-02-06 23:58:23,3.43,96 - 63,36,False
2025-02-06 23:58:24,5.17,96 - 63,33,True
2025-02-06 23:58:31,6.34,86 - 12,74,True
2025-02-06 23:58:37,6.16,231 / 33,7,True
2025-02-06 23:58:49,11.93,594 / 99,6,True
2025-02-06 23:58:50,1.33,100 / 10,10,True
2025-02-06 23:58:53,2.92,7 + 42,49,True
2025-02-06 23:58:58,5.24,2 * 39,78,True
2025-02-06 23:59:00,1.62,43 - 30,13,True
2025-02-06 23:59:02,1.68,74 - 71,3,True
2025-02-06 23:59:04,2.06,21 + 40,61,True
2025-02-06 23:59:08,4.26,244 / 61,4,True
2025-02-06 23:59:12,3.84,69 - 10,59,True
2025-02-06 23:59:14,2.2,20 - 3,17,True
2025-02-06 23:59:25,10.97,89 + 36,125,True
2025-02-06 23:59:28,2.95,70 - 6,64,True
2025-02-06 23:59:30,1.76,25 - 10,15,True
2025-02-06 23:59:33,3.5,132 / 44,3,True
2025-02-06 23:59:37,4.09,8 * 30,240,True
2025-02-06 23:59:39,1.31,11 * 10,110,True
2025-02-06 23:59:41,1.95,60 - 54,16,False
2025-02-06 23:59:44,5.31,60 - 54,6,True
2025-02-06 23:59:50,5.87,97 + 37,135,False
2025-02-06 23:59:53,8.98,97 + 37,134,True
2025-02-07 00:00:00,6.66,55 + 52,107,True
2025-02-07 00:00:04,4.6,512 / 64,8,True
2025-02-07 00:00:09,4.55,44 - 35,9,True
2025-02-07 00:00:12,2.84,81 + 40,121,True
2025-02-07 00:00:14,2.18,63 - 9,54,True
2025-02-07 00:00:20,5.57,240 / 60,4,True
2025-02-07 00:00:31,10.96,9 * 84,756,True
2025-02-07 00:00:33,2.87,68 - 3,65,True
2025-02-07 00:00:40,6.9,85 - 12,73,True
2025-02-07 00:00:49,8.44,25 + 88,113,True
2025-02-07 00:00:54,5.58,84 - 60,24,True
2025-02-07 00:00:58,3.89,14 + 66,80,True
2025-02-07 00:01:01,2.79,93 - 74,19,True
2025-02-07 00:01:04,2.78,39 - 31,7,False
2025-02-07 00:01:07,5.6,39 - 31,8,True
2025-02-07 00:01:10,3.45,85 - 62,23,True
2025-02-07 00:01:19,8.67,8 * 85,690,False
2025-02-07 00:01:28,17.73,8 * 85,680,True
2025-02-07 00:01:42,13.67,4 * 82,248,False
2025-02-07 00:01:46,18.11,4 * 82,348,False
2025-02-07 00:01:48,19.89,4 * 82,328,True
2025-02-07 00:01:51,3.31,90 - 35,55,True
2025-02-07 00:01:56,4.43,24 + 36,61,False
2025-02-07 00:01:59,7.87,24 + 36,60,True
2025-02-07 00:02:01,1.39,12 / 2,6,True
2025-02-07 00:02:02,1.72,192 / 96,2,True
2025-02-07 00:02:04,1.88,85 - 74,11,True
2025-02-07 00:02:06,1.56,57 - 54,3,True
2025-02-07 00:02:08,2.6,360 / 45,8,True
2025-02-07 00:02:10,1.86,4 * 25,100,True
2025-02-07 00:02:13,2.66,7 * 24,96,False
2025-02-07 00:02:29,18.78,7 * 24,168,True
2025-02-07 00:02:32,3.31,48 + 81,149,False
2025-02-07 00:02:35,5.77,48 + 81,129,True
2025-02-07 00:02:36,1.28,13 - 10,3,True
2025-02-07 00:02:48,12.18,23 + 66,99,False
2025-02-07 00:02:51,14.62,23 + 66,89,True
2025-02-07 00:02:54,3.54,76 - 3,76,False
2025-02-07 00:02:56,5.48,76 - 3,63,False
2025-02-07 00:02:58,6.8,76 - 3,73,True
2025-02-07 00:03:00,2.08,38 + 4,42,True
2025-02-07 00:03:07,7.54,5 * 59,290,False
2025-02-07 00:03:13,13.22,5 * 59,295,True
2025-02-07 00:03:16,2.83,6 + 93,99,True
2025-02-07 00:03:23,7.53,3 * 84,252,True
2025-02-07 00:03:25,1.55,62 - 2,60,True
2025-02-07 00:03:27,2.23,24 - 18,6,True
2025-02-07 00:03:29,1.44,45 + 100,145,True
2025-02-07 00:03:37,8.51,6 * 64,404,False
2025-02-07 00:03:43,14.53,6 * 64,384,True
2025-02-07 00:03:48,4.81,53 + 86,139,True
2025-02-07 00:04:00,12.14,6 * 68,408,True
2025-02-07 00:04:02,1.54,56 / 7,5,False
2025-02-07 00:04:03,3.18,56 / 7,8,True
2025-02-07 00:04:07,3.51,9 + 18,27,True
2025-02-07 00:04:09,2.15,97 - 6,91,True
2025-02-07 00:04:11,1.68,53 + 50,103,True
2025-02-07 00:04:15,4.12,86 - 8,73,False
2025-02-07 00:04:19,8.47,86 - 8,78,True
2025-02-07 00:04:21,1.49,10 * 13,130,True
2025-02-07 00:04:26,5.69,96 - 18,78,True
2025-02-07 00:04:33,6.12,4 * 42,164,False
2025-02-07 00:04:36,10.0,4 * 42,168,True
2025-02-07 00:04:38,1.92,243 / 81,3,True
2025-02-07 00:04:42,3.92,78 + 15,103,False
2025-02-07 00:04:45,6.64,78 + 15,93,True
2025-02-07 00:04:47,2.05,35 - 4,31,True
2025-02-07 00:04:49,2.04,2 * 10,20,True
2025-02-07 00:04:51,1.99,57 - 37,20,True
2025-02-07 00:04:53,2.06,2 + 26,28,True
2025-02-07 00:04:59,5.73,49 + 72,121,True
2025-02-07 00:05:01,1.69,9 * 5,45,True
2025-02-07 00:05:07,5.92,46 + 61,107,True
2025-02-07 00:05:09,2.13,12 - 9,3,True
2025-02-07 00:05:12,3.03,205 / 41,5,True
2025-02-07 00:05:19,7.5,88 - 21,67,True
2025-02-07 00:05:25,5.81,67 + 19,86,True
2025-02-07 00:05:28,2.88,99 + 36,135,True
2025-02-07 00:05:30,1.75,480 / 96,5,True
2025-02-07 00:05:36,6.1,7 * 52,364,True
2025-02-07 00:05:44,7.58,77 - 19,58,True
2025-02-07 00:05:51,7.05,43 + 97,140,True
2025-02-07 00:05:57,6.81,61 + 68,129,True
2025-02-07 00:06:02,4.32,2 * 79,158,True
2025-02-07 00:06:11,9.36,7 * 55,365,False
2025-02-07 00:06:18,16.16,7 * 55,405,False
2025-02-07 00:06:25,22.81,7 * 55,385,True
2025-02-07 00:06:26,1.77,180 / 18,10,True
2025-02-07 00:06:28,1.44,114 / 57,2,True
2025-02-07 00:06:37,8.74,4 * 47,188,True
2025-02-07 00:06:38,1.67,66 / 6,11,True
2025-02-07 00:06:41,2.8,11 * 22,24,False
2025-02-07 00:06:42,3.68,11 * 22,242,True
2025-02-07 00:06:43,1.48,10 * 13,130,True
2025-02-07 00:06:55,11.82,8 * 26,208,True
2025-02-07 00:07:01,5.21,188 / 47,4,True
2025-02-07 00:07:04,3.35,9 * 30,270,True
2025-02-07 00:07:08,3.65,69 - 27,54,False
2025-02-07 00:07:11,6.81,69 - 27,52,False
2025-02-07 00:07:12,8.3,69 - 27,42,True
2025-02-07 00:07:15,3.26,11 + 92,103,True
2025-02-07 00:07:24,8.79,7 * 84,588,True
2025-02-07 00:07:26,1.49,88 - 82,6,True
2025-02-07 00:07:27,1.38,8 * 4,24,False
2025-02-07 00:07:29,2.77,8 * 4,32,True
2025-02-07 00:07:32,3.7,6 * 80,480,True
2025-02-07 00:07:34,1.9,100 - 6,92,False
2025-02-07 00:07:36,3.24,100 - 6,94,True
2025-02-07 00:07:37,1.13,900 / 90,10,True
2025-02-07 00:07:44,7.39,95 + 76,171\,False
2025-02-07 00:07:45,8.57,95 + 76,171,True
2025-02-07 00:07:55,9.95,80 + 78,178,False
2025-02-07 00:08:05,19.64,80 + 78,158,True
2025-02-07 00:08:07,2.36,53 + 90,153,False
2025-02-07 00:08:09,4.12,53 + 90,143,True
2025-02-07 00:08:12,3.35,473 / 43,9,False
2025-02-07 00:08:18,8.65,473 / 43,8,False
2025-02-07 00:08:25,15.87,473 / 43,11,True
2025-02-07 00:08:34,8.58,4 * 62,254,False
2025-02-07 00:08:43,18.03,4 * 62,248,True
2025-02-07 00:08:47,3.49,7 * 12,854,False
2025-02-07 00:08:47,4.47,7 * 12,84,True
2025-02-07 00:08:52,4.32,38 + 57,95,True
2025-02-07 00:09:04,12.0,98 + 44,142,True
2025-02-07 00:09:09,5.02,73 - 12,61,True
2025-02-07 00:09:12,3.29,91 + 8,99,True
2025-02-07 00:09:14,1.53,430 / 43,10,True
2025-02-07 00:09:15,1.48,180 / 45,4,True
2025-02-07 00:09:22,7.1,9 * 93,837,True
2025-02-07 00:09:24,1.98,75 - 55,20,True
2025-02-07 00:09:27,2.65,53 - 11,42,True
2025-02-07 00:09:32,4.68,204 / 17,11,False
2025-02-07 00:09:33,5.61,204 / 17,12,True
2025-02-07 00:09:49,16.59,5 * 88,528,False
2025-02-07 00:09:56,23.62,5 * 88,440,True
2025-02-07 00:09:58,1.87,33 / 3,11,True
2025-02-07 00:10:04,5.46,462 / 77,6,True
2025-02-07 00:10:13,9.27,7 * 88,616,True
2025-02-07 00:10:17,4.27,38 - 26,22,False
2025-02-07 00:10:20,7.19,38 - 26,12,True
2025-02-07 00:10:30,9.56,11 * 37,407,True
2025-02-07 00:10:53,23.39,12 * 75,9009,False
2025-02-07 00:10:54,24.39,12 * 75,900,True
2025-02-07 00:10:57,2.82,83 + 51,154,False
2025-02-07 00:11:04,10.03,83 + 51,124,False
2025-02-07 00:11:06,11.83,83 + 51,134,True
2025-02-07 00:11:10,3.87,27 + 85,102,False
2025-02-07 00:11:14,7.95,27 + 85,112,True
2025-02-07 00:11:18,3.62,26 + 28,52,False
2025-02-07 00:11:23,8.7,26 + 28,54,True
2025-02-07 00:11:25,1.94,59 - 51,7,False
2025-02-07 00:11:27,3.94,59 - 51,8,True
2025-02-07 00:11:37,9.93,8 * 22,176,True
2025-02-07 00:11:38,1.83,49 - 5,44,True
2025-02-07 00:11:48,10.05,138 / 23,6,True
2025-02-07 00:11:51,2.26,231 / 33,8,False
2025-02-07 00:11:57,8.58,231 / 33,7,True
2025-02-07 00:11:59,2.31,10 * 61,610,True
2025-02-07 00:12:03,3.5,760 / 76,10,True
2025-02-07 00:12:04,1.55,384 / 48,4,False
2025-02-07 00:12:15,12.27,384 / 48,8,True
2025-02-07 00:12:17,1.33,50 + 2,52,True
2025-02-07 00:12:19,1.96,462 / 42,11,True
2025-02-07 00:12:20,1.2,16 / 4,4,True
2025-02-07 00:12:22,1.95,50 + 58,158,False
2025-02-07 00:12:24,3.77,50 + 58,108,True
2025-02-07 00:12:26,2.55,490 / 98,5,True
2025-02-07 00:12:35,8.43,11 * 7,847,False
2025-02-07 00:13:06,40.21,11 * 7,77,True
2025-02-07 00:13:17,10.15,38 + 87,115,False
2025-02-07 00:13:18,11.2,38 + 87,105,False
2025-02-07 00:13:24,17.85,38 + 87,125,True
2025-02-07 00:13:34,10.1,6 * 74,444,True
2025-02-07 00:13:37,3.07,60 - 6,54,True
2025-02-07 00:13:47,9.99,93 + 64,157,True
2025-02-07 00:13:55,7.35,11 * 45,495,True
2025-02-07 00:13:59,4.09,62 + 24,86,True
2025-02-07 00:14:01,1.77,25 + 2,27,True
2025-02-07 00:14:09,8.59,74 + 49,123,True
2025-02-07 00:14:11,2.12,74 - 10,64,True
2025-02-07 00:14:16,4.92,3 * 64,192,True
2025-02-07 00:14:24,7.38,82 + 34,116,True
2025-02-07 00:14:31,7.04,4 * 59,236,True
2025-02-07 00:14:33,1.68,11 * 6,66,True
2025-02-07 00:14:37,4.25,2 * 71,142,True
2025-02-07 00:14:38,1.51,10 * 7,70,True
2025-02-07 00:14:42,3.34,97 + 85,182,True
2025-02-07 00:14:51,9.46,9 * 63,567,True
2025-02-07 00:14:54,2.96,30 + 74,104,True
2025-02-07 00:14:58,3.46,416 / 52,8,True
2025-02-07 00:15:00,2.55,5 + 48,53,True
2025-02-07 00:15:09,8.61,3 * 68,202,False
2025-02-07 00:15:12,11.6,3 * 68,212,False
2025-02-07 00:15:27,26.67,3 * 68,204,True
2025-02-07 00:15:34,7.08,38 + 5,5,False
2025-02-07 00:15:35,8.41,38 + 5,53,False
2025-02-07 00:15:38,11.61,38 + 5,52,False
2025-02-07 00:15:41,14.05,38 + 5,43,True
2025-02-07 00:15:48,7.1,333 / 37,9,True
2025-02-07 00:15:50,1.66,130 / 13,10,True
2025-02-07 00:15:53,3.43,126 / 14,9,True
2025-02-07 00:15:56,2.57,68 - 38,30,True
2025-02-07 00:15:57,1.12,750 / 75,10,True
2025-02-07 00:16:00,3.58,51 + 18,69,True
2025-02-07 00:16:06,5.61,38 - 24,14,True
2025-02-07 00:16:10,3.91,56 - 9,47,True
2025-02-07 00:16:15,4.79,27 + 71,98,True
2025-02-07 00:16:16,1.43,170 / 17,10,True
2025-02-07 00:16:19,2.94,88 - 23,65,True
2025-02-07 00:16:22,2.79,21 - 5,16,True
2025-02-07 00:16:25,3.15,31 - 26,7,False
2025-02-07 00:16:28,5.8,31 - 26,5,True
2025-02-07 00:16:30,2.26,45 - 5,40,True
2025-02-07 00:16:32,1.69,44 + 3,47,True
2025-02-07 00:16:38,5.81,3 * 79,237,True
2025-02-07 00:16:41,3.27,84 - 22,62,True
2025-02-07 00:16:53,12.0,12 * 44,528,True
2025-02-07 00:16:55,2.16,78 / 26,3,True
2025-02-07 00:16:58,3.24,855 / 95,9,True
2025-02-07 00:17:09,10.93,11 * 79,887,False
2025-02-07 00:17:25,26.42,11 * 79,869,True
2025-02-07 00:17:28,3.12,80 + 31,111,True
2025-02-07 00:17:30,1.86,39 - 31,8,True
2025-02-07 00:17:32,2.06,3 * 100,300,True
2025-02-07 00:17:34,1.69,87 / 29,2,False
2025-02-07 00:17:34,2.26,87 / 29,3,True
2025-02-07 00:17:40,5.94,261 / 29,9,True
2025-02-07 00:17:43,2.97,20 + 46,76,False
2025-02-07 00:17:45,4.42,20 + 46,66,True
2025-02-07 00:17:51,6.65,12 * 60,720,True
2025-02-07 00:17:58,6.88,4 * 57,228,True
2025-02-07 00:18:01,2.67,64 - 13,51,True
2025-02-07 00:18:04,2.89,70 - 51,19,True
2025-02-07 00:18:07,3.51,67 + 41,108,True
2025-02-07 00:18:13,5.19,256 / 32,8,True
2025-02-07 00:18:16,3.3,79 - 16,63,True
2025-02-07 00:18:38,22.53,75 + 87,132,False
2025-02-07 00:18:41,25.64,75 + 87,142,False
2025-02-07 00:18:50,33.98,75 + 87,152,False
2025-02-07 00:19:04,47.91,75 + 87,162,True
2025-02-07 00:19:06,1.8,70 - 70,0,True
2025-02-07 00:19:07,1.45,3 * 7,31,False
2025-02-07 00:19:08,2.21,3 * 7,21,True
2025-02-07 00:19:11,3.44,9 * 20,180,True
2025-02-07 00:19:12,1.15,40 - 38,2,True
2025-02-07 00:19:14,1.76,40 + 12,52,True
2025-02-07 00:19:18,3.52,73 + 9,82,True
2025-02-07 00:19:23,5.2,720 / 90,8,True
2025-02-07 00:19:28,4.93,78 - 11,76,False
2025-02-07 00:19:31,8.22,78 - 11,77,False
2025-02-07 00:19:34,10.98,78 - 11,79,False
2025-02-07 00:19:39,15.9,78 - 11,67,True
2025-02-07 00:19:52,13.59,192 / 32,6,True
2025-02-09 10:01:46,4.86,172 / 43,5,False
2025-02-09 10:01:48,6.11,172 / 43,4,True
2025-02-09 10:02:06,17.91,78 - 32,46,True
2025-02-09 10:02:26,19.9,11 * 93,1023,True
2025-02-09 10:02:32,6.83,16 + 72,88,True
2025-02-09 10:02:35,2.22,756 / 63,11,False
2025-02-09 10:02:37,4.32,756 / 63,12,True
2025-02-09 10:02:39,2.69,441 / 49,9,True
2025-02-09 10:02:43,3.05,66 - 14,52,True
2025-02-09 10:02:45,1.96,10 * 35,350,True
2025-02-09 10:02:47,2.18,92 - 83,11,False
2025-02-09 10:02:50,5.18,92 - 83,9,True
2025-02-09 10:02:51,1.41,58 / 29,2,True
2025-02-09 10:03:01,9.33,87 + 31,118,True
2025-02-09 10:03:02,1.42,90 - 70,20,True
2025-02-09 10:03:05,2.5,52 + 4,56,True
2025-02-09 10:03:07,2.2,17 + 5,23,False
2025-02-09 10:03:08,3.86,17 + 5,22,True
2025-02-09 10:03:13,4.75,81 + 57,138,True
2025-02-09 10:03:14,1.17,200 / 100,2,True
2025-02-09 10:03:17,3.03,43 + 48,91,True
2025-02-09 10:03:23,5.41,3 * 74,222,True
